"row_id","source","lat_deg","lon_deg","report_date","status_id","water_source","water_source_clean","water_tech_clean","water_tech","_facility_type","country_name","adm1","adm2","_adm3","install_year","installer","_rehab_year","_rehabilitator","management","pay","status","fecal_coliform_value","fecal_coliform_presence","subjective_quality","activity_id","scheme_id","notes","photo_lnk","orig_lnk","data_lnk","public_data_source","wpdx_id","converted","country_id","lat_lon_deg","created_timestamp","updated","geocoded_column","count"
"16265","World Vision","-1.588125","30.434311","2013-08-14T00:00:00.000","Unknown","Non-Mechanized Borehole","Borehole","Mechanized Pump","None","Improved","Rwanda",,"Kahi",,"2013","World Vision",,,,,,,,,"{131D8394-E64F-46D0-AE56-E8CBAF577D6F}",,,,,"https://catalog.waterpointdata.org/datasets/world-vision-boreholes-for-wpdx-reingestion-5f7645b9","https://catalog.waterpointdata.org/datafiles/world-vision-boreholes-for-wpdx-reingestion-5f7645b9.xls",,"#country_id, #install_year","RW","(-1.588125°, 30.434311°)","2020-10-01T21:10:17.000","2020-10-01T21:10:17.000","POINT (30.434311 -1.588125)","1"
"14595","World Vision","-2.107234","30.251365","2012-10-23T00:00:00.000","Yes","Non-Mechanized Borehole","Borehole","Mechanized Pump","None","Improved","Rwanda",,"Gashora",,"2012","World Vision",,,,,,,,,"{8AECE7B4-9EDD-49EB-B201-B5271EE1A611}",,,,,"https://catalog.waterpointdata.org/datasets/world-vision-boreholes-for-wpdx-reingestion-5f7645b9","https://catalog.waterpointdata.org/datafiles/world-vision-boreholes-for-wpdx-reingestion-5f7645b9.xls",,"#country_id, #install_year","RW","(-2.107234°, 30.251365°)","2020-10-01T21:10:17.000","2020-10-01T21:10:17.000","POINT (30.251365 -2.107234)","1"
"16263","World Vision","-1.548","30.39","2013-08-26T00:00:00.000","Unknown","Non-Mechanized Borehole","Borehole","Mechanized Pump","None","Improved","Rwanda",,"Kahi",,"2013","World Vision",,,,,,,,,"{EDBD037D-C20A-4487-9CCD-A5456FE92F05}",,,,,"https://catalog.waterpointdata.org/datasets/world-vision-boreholes-for-wpdx-reingestion-5f7645b9","https://catalog.waterpointdata.org/datafiles/world-vision-boreholes-for-wpdx-reingestion-5f7645b9.xls",,"#country_id, #install_year","RW","(-1.548°, 30.39°)","2020-10-01T21:10:17.000","2020-10-01T21:10:17.000","POINT (30.39 -1.548)","1"
"16268","World Vision","-1.6406","30.390259","2013-08-14T00:00:00.000","Unknown","Non-Mechanized Borehole","Borehole","Mechanized Pump","None","Improved","Rwanda",,"Kahi",,"2013","World Vision",,,,,,,,,"{6D973720-8EB6-4D3F-A39B-55DFF1BBF428}",,,,,"https://catalog.waterpointdata.org/datasets/world-vision-boreholes-for-wpdx-reingestion-5f7645b9","https://catalog.waterpointdata.org/datafiles/world-vision-boreholes-for-wpdx-reingestion-5f7645b9.xls",,"#country_id, #install_year","RW","(-1.6406°, 30.390259°)","2020-10-01T21:10:17.000","2020-10-01T21:10:17.000","POINT (30.390259 -1.6406)","1"
"14596","World Vision","-2.084608","30.20453","2012-10-23T00:00:00.000","Yes","Non-Mechanized Borehole","Borehole","Mechanized Pump","None","Improved","Rwanda",,"Gashora",,"2012","World Vision",,,,,,,,,"{FD9151C4-32DD-4303-825C-56EC5E910738}",,,,,"https://catalog.waterpointdata.org/datasets/world-vision-boreholes-for-wpdx-reingestion-5f7645b9","https://catalog.waterpointdata.org/datafiles/world-vision-boreholes-for-wpdx-reingestion-5f7645b9.xls",,"#country_id, #install_year","RW","(-2.084608°, 30.20453°)","2020-10-01T21:10:17.000","2020-10-01T21:10:17.000","POINT (30.20453 -2.084608)","1"
"14650","World Vision","-1.813536","30.444464","2013-10-29T00:00:00.000","Yes","Non-Mechanized Borehole","Borehole","Mechanized Pump","None","Improved","Rwanda",,"Gwiza",,"2012","World Vision",,,,,,,,,"{EC426186-BEEE-4F1A-9CF9-0F53CD96DFAF}",,,,,"https://catalog.waterpointdata.org/datasets/world-vision-boreholes-for-wpdx-reingestion-5f7645b9","https://catalog.waterpointdata.org/datafiles/world-vision-boreholes-for-wpdx-reingestion-5f7645b9.xls",,"#country_id, #install_year","RW","(-1.813536°, 30.444464°)","2020-10-01T21:10:17.000","2020-10-01T21:10:17.000","POINT (30.444464 -1.813536)","1"
"14597","World Vision","-2.318901","30.017003","2012-12-10T00:00:00.000","Yes","Non-Mechanized Borehole","Borehole","Mechanized Pump","None","Improved","Rwanda",,"Ngenda",,"2012","World Vision",,,,,,,,,"{00BACBFA-7BA7-4E4C-808B-81F42A40F139}",,,,,"https://catalog.waterpointdata.org/datasets/world-vision-boreholes-for-wpdx-reingestion-5f7645b9","https://catalog.waterpointdata.org/datafiles/world-vision-boreholes-for-wpdx-reingestion-5f7645b9.xls",,"#country_id, #install_year","RW","(-2.318901°, 30.017003°)","2020-10-01T21:10:17.000","2020-10-01T21:10:17.000","POINT (30.017003 -2.318901)","1"
"14657","World Vision","-1.787021","30.448734","2013-10-29T00:00:00.000","Yes","Non-Mechanized Borehole","Borehole","Mechanized Pump","None","Improved","Rwanda",,"Gwiza",,"2012","World Vision",,,,,,,,,"{D1824DA7-E6C8-4A6E-8ABF-0BE401D8F694}",,,,,"https://catalog.waterpointdata.org/datasets/world-vision-boreholes-for-wpdx-reingestion-5f7645b9","https://catalog.waterpointdata.org/datafiles/world-vision-boreholes-for-wpdx-reingestion-5f7645b9.xls",,"#country_id, #install_year","RW","(-1.787021°, 30.448734°)","2020-10-01T21:10:17.000","2020-10-01T21:10:17.000","POINT (30.448734 -1.787021)","1"
"16267","World Vision","-1.610483","30.355814","2013-08-14T00:00:00.000","Unknown","Non-Mechanized Borehole","Borehole","Mechanized Pump","None","Improved","Rwanda",,"Kahi",,"2013","World Vision",,,,,,,,,"{808AEF86-AA57-47DF-859F-1A35BD4FC231}",,,,,"https://catalog.waterpointdata.org/datasets/world-vision-boreholes-for-wpdx-reingestion-5f7645b9","https://catalog.waterpointdata.org/datafiles/world-vision-boreholes-for-wpdx-reingestion-5f7645b9.xls",,"#country_id, #install_year","RW","(-1.610483°, 30.355814°)","2020-10-01T21:10:17.000","2020-10-01T21:10:17.000","POINT (30.355814 -1.610483)","1"
"17401","World Vision","-1.727","30.393","2014-12-05T00:00:00.000","Yes","Manually Drilled Well","Borehole","Hand Pump","None","Improved","Rwanda",,"Rugarama",,"2014","World Vision",,,,,,,,,"{55F0B69D-7CAC-4A11-961B-F41655399B8E}",,,,,"https://catalog.waterpointdata.org/datasets/world-vision-boreholes-for-wpdx-reingestion-5f7645b9","https://catalog.waterpointdata.org/datafiles/world-vision-boreholes-for-wpdx-reingestion-5f7645b9.xls",,"#country_id, #install_year","RW","(-1.727°, 30.393°)","2020-10-01T21:10:17.000","2020-10-01T21:10:17.000","POINT (30.393 -1.727)","1"
"17406","World Vision","-2.062","30.174","2014-05-15T00:00:00.000","Yes","Manually Drilled Well","Borehole","Hand Pump","None","Improved","Rwanda",,"Gashora",,"2014","World Vision",,,,,,,,,"{668BB414-1498-4F3B-A593-E55CD892D06C}",,,,,"https://catalog.waterpointdata.org/datasets/world-vision-boreholes-for-wpdx-reingestion-5f7645b9","https://catalog.waterpointdata.org/datafiles/world-vision-boreholes-for-wpdx-reingestion-5f7645b9.xls",,"#country_id, #install_year","RW","(-2.062°, 30.174°)","2020-10-01T21:10:17.000","2020-10-01T21:10:17.000","POINT (30.174 -2.062)","1"
"17410","World Vision","-1.673","30.392","2014-05-15T00:00:00.000","Yes","Manually Drilled Well","Borehole","Hand Pump","None","Improved","Rwanda",,"Rugarama",,"2014","World Vision",,,,,,,,,"{C39B9D5F-516E-46D7-8BD6-6977CA208862}",,,,,"https://catalog.waterpointdata.org/datasets/world-vision-boreholes-for-wpdx-reingestion-5f7645b9","https://catalog.waterpointdata.org/datafiles/world-vision-boreholes-for-wpdx-reingestion-5f7645b9.xls",,"#country_id, #install_year","RW","(-1.673°, 30.392°)","2020-10-01T21:10:17.000","2020-10-01T21:10:17.000","POINT (30.392 -1.673)","1"
"17402","World Vision","-1.699","30.365","2014-05-15T00:00:00.000","Unknown","Manually Drilled Well","Borehole","Hand Pump","None","Improved","Rwanda",,"Rugarama",,"2014","World Vision",,,,,,,,,"{E00C8478-5486-43E9-882B-2077A81C64AC}",,,,,"https://catalog.waterpointdata.org/datasets/world-vision-boreholes-for-wpdx-reingestion-5f7645b9","https://catalog.waterpointdata.org/datafiles/world-vision-boreholes-for-wpdx-reingestion-5f7645b9.xls",,"#country_id, #install_year","RW","(-1.699°, 30.365°)","2020-10-01T21:10:17.000","2020-10-01T21:10:17.000","POINT (30.365 -1.699)","1"
"17377","World Vision","-2.062","30.173879","2014-07-05T00:00:00.000","Yes","Manually Drilled Well","Borehole","Hand Pump","None","Improved","Rwanda",,"Gashora",,"2014","World Vision",,,,,,,,,"{BFB0B705-F26D-4B07-A608-B21192BA42AD}",,,,,"https://catalog.waterpointdata.org/datasets/world-vision-boreholes-for-wpdx-reingestion-5f7645b9","https://catalog.waterpointdata.org/datafiles/world-vision-boreholes-for-wpdx-reingestion-5f7645b9.xls",,"#country_id, #install_year","RW","(-2.062°, 30.173879°)","2020-10-01T21:10:17.000","2020-10-01T21:10:17.000","POINT (30.173879 -2.062)","1"
"17409","World Vision","-1.677","30.389","2014-05-15T00:00:00.000","Yes","Manually Drilled Well","Borehole","Hand Pump","None","Improved","Rwanda",,"Rugarama",,"2014","World Vision",,,,,,,,,"{691A26DD-C1C6-431F-AD6A-698DBEB676DE}",,,,,"https://catalog.waterpointdata.org/datasets/world-vision-boreholes-for-wpdx-reingestion-5f7645b9","https://catalog.waterpointdata.org/datafiles/world-vision-boreholes-for-wpdx-reingestion-5f7645b9.xls",,"#country_id, #install_year","RW","(-1.677°, 30.389°)","2020-10-01T21:10:17.000","2020-10-01T21:10:17.000","POINT (30.389 -1.677)","1"
"17403","World Vision","-1.71","30.37","2014-05-15T00:00:00.000","Unknown","Manually Drilled Well","Borehole","Hand Pump","None","Improved","Rwanda",,"Rugarama",,"2014","World Vision",,,,,,,,,"{2887D558-C0A4-4859-B605-5539B4A3A01C}",,,,,"https://catalog.waterpointdata.org/datasets/world-vision-boreholes-for-wpdx-reingestion-5f7645b9","https://catalog.waterpointdata.org/datafiles/world-vision-boreholes-for-wpdx-reingestion-5f7645b9.xls",,"#country_id, #install_year","RW","(-1.71°, 30.37°)","2020-10-01T21:10:17.000","2020-10-01T21:10:17.000","POINT (30.37 -1.71)","1"
"17408","World Vision","-2.079611","30.210109","2014-05-15T00:00:00.000","Yes","Manually Drilled Well","Borehole","Hand Pump","None","Improved","Rwanda",,"Gashora",,"2013","World Vision",,,,,,,,,"{66DDA93C-7BEF-403E-8D20-57603B036355}",,,,,"https://catalog.waterpointdata.org/datasets/world-vision-boreholes-for-wpdx-reingestion-5f7645b9","https://catalog.waterpointdata.org/datafiles/world-vision-boreholes-for-wpdx-reingestion-5f7645b9.xls",,"#country_id, #install_year","RW","(-2.079611°, 30.210109°)","2020-10-01T21:10:17.000","2020-10-01T21:10:17.000","POINT (30.210109 -2.079611)","1"
"17404","World Vision","-2.069","30.186","2014-05-15T00:00:00.000","Unknown","Manually Drilled Well","Borehole","Hand Pump","None","Improved","Rwanda",,"Gashora",,"2014","World Vision",,,,,,,,,"{1D471F04-9C0A-4E7A-BB5B-50FDEF8A1862}",,,,,"https://catalog.waterpointdata.org/datasets/world-vision-boreholes-for-wpdx-reingestion-5f7645b9","https://catalog.waterpointdata.org/datafiles/world-vision-boreholes-for-wpdx-reingestion-5f7645b9.xls",,"#country_id, #install_year","RW","(-2.069°, 30.186°)","2020-10-01T21:10:17.000","2020-10-01T21:10:17.000","POINT (30.186 -2.069)","1"
"17407","World Vision","-2.093","30.244","2014-05-15T00:00:00.000","Yes","Manually Drilled Well","Borehole","Hand Pump","None","Improved","Rwanda",,"Gashora",,"2014","World Vision",,,,,,,,,"{2DD9851C-BDA8-4C58-80E2-45FDAED055E4}",,,,,"https://catalog.waterpointdata.org/datasets/world-vision-boreholes-for-wpdx-reingestion-5f7645b9","https://catalog.waterpointdata.org/datafiles/world-vision-boreholes-for-wpdx-reingestion-5f7645b9.xls",,"#country_id, #install_year","RW","(-2.093°, 30.244°)","2020-10-01T21:10:17.000","2020-10-01T21:10:17.000","POINT (30.244 -2.093)","1"
"29971","Living Water International","-1.9181","29.29975","2014-01-22T00:00:00.000","Yes","Borehole","Borehole","Hand Pump - India Mark","India Mark II","Improved","Rwanda",,,,"2014",,,,,,,,,,"SRRW1402110004103LWR",,,,,"https://catalog.waterpointdata.org/datasets/test-5f17499e","https://catalog.waterpointdata.org/datafiles/test-5f17499e.csv",,,"RW","(-1.9181°, 29.29975°)","2020-07-21T20:01:34.000","2020-07-21T20:01:34.000","POINT (29.29975 -1.9181)","1"
"30658","Living Water International","-2.255583333","29.80153333","2016-11-02T00:00:00.000","Yes","Borehole","Borehole","Hand Pump - Afridev","Afridev","Improved","Rwanda",,,,"2016",,,,,,,,,,"RW160115LWI005005LWR",,,,,"https://catalog.waterpointdata.org/datasets/test-5f17499e","https://catalog.waterpointdata.org/datafiles/test-5f17499e.csv",,,"RW","(-2.255583333°, 29.80153333°)","2020-07-21T20:01:34.000","2020-07-21T20:01:34.000","POINT (29.80153333 -2.255583333)","1"
"29497","Living Water International","-2.200583333","29.75893333","2015-08-25T00:00:00.000","Yes","Borehole","Borehole",,,"Improved","Rwanda",,,,"2015",,,,,,,,,,"RW150401LWI003004LWR",,,,,"https://catalog.waterpointdata.org/datasets/test-5f17499e","https://catalog.waterpointdata.org/datafiles/test-5f17499e.csv",,,"RW","(-2.200583333°, 29.75893333°)","2020-07-21T20:01:34.000","2020-07-21T20:01:34.000","POINT (29.75893333 -2.200583333)","1"
"29532","Living Water International","-2.1684","29.8227","2014-10-23T00:00:00.000","Yes","Borehole","Borehole","Hand Pump - Afridev","Afridev","Improved","Rwanda",,,,"2014",,,,,,,,,,"RW140611LWI015017LWR",,,,,"https://catalog.waterpointdata.org/datasets/test-5f17499e","https://catalog.waterpointdata.org/datafiles/test-5f17499e.csv",,,"RW","(-2.1684°, 29.8227°)","2020-07-21T20:01:34.000","2020-07-21T20:01:34.000","POINT (29.8227 -2.1684)","1"
"29495","Living Water International","-2.201733333","29.80193333","2015-09-10T00:00:00.000","Yes","Borehole","Borehole","Hand Pump - Afridev","Afridev","Improved","Rwanda",,,,"2015",,,,,,,,,,"RW150707LWI007009LWR",,,,,"https://catalog.waterpointdata.org/datasets/test-5f17499e","https://catalog.waterpointdata.org/datafiles/test-5f17499e.csv",,,"RW","(-2.201733333°, 29.80193333°)","2020-07-21T20:01:34.000","2020-07-21T20:01:34.000","POINT (29.80193333 -2.201733333)","1"
"29928","Living Water International","-1.963716667","30.20743333","2014-01-04T00:00:00.000","Yes","Borehole","Borehole","Hand Pump - India Mark","India Mark II","Improved","Rwanda",,,,"2014",,,,,,,,,,"RW131210LOI001001LWR",,,,,"https://catalog.waterpointdata.org/datasets/test-5f17499e","https://catalog.waterpointdata.org/datafiles/test-5f17499e.csv",,,"RW","(-1.963716667°, 30.20743333°)","2020-07-21T20:01:34.000","2020-07-21T20:01:34.000","POINT (30.20743333 -1.963716667)","1"
"30780","Living Water International","-2.361416667","30.28901667","2016-03-23T00:00:00.000","Yes","Borehole","Borehole","Hand Pump - Afridev","Afridev","Improved","Rwanda",,,,"2016",,,,,,,,,,"RW160219LWI004010LWR",,,,,"https://catalog.waterpointdata.org/datasets/test-5f17499e","https://catalog.waterpointdata.org/datafiles/test-5f17499e.csv",,,"RW","(-2.361416667°, 30.28901667°)","2020-07-21T20:01:34.000","2020-07-21T20:01:34.000","POINT (30.28901667 -2.361416667)","1"
"31090","Living Water International","-2.2171","29.74058333","2016-07-27T00:00:00.000","Yes","Borehole","Borehole","Hand Pump - Afridev","Afridev","Improved","Rwanda",,,,"2016",,,,,,,,,,"RW160524LWI007010LWR",,,,,"https://catalog.waterpointdata.org/datasets/test-5f17499e","https://catalog.waterpointdata.org/datafiles/test-5f17499e.csv",,,"RW","(-2.2171°, 29.74058333°)","2020-07-21T20:01:34.000","2020-07-21T20:01:34.000","POINT (29.74058333 -2.2171)","1"
"29778","Living Water International","-2.06015","29.42656667","2014-06-02T00:00:00.000","Yes","Borehole","Borehole","Hand Pump - Afridev","Afridev","Improved","Rwanda",,,,"2014",,,,,,,,,,"SRRW1402110004111LWR",,,,,"https://catalog.waterpointdata.org/datasets/test-5f17499e","https://catalog.waterpointdata.org/datafiles/test-5f17499e.csv",,,"RW","(-2.06015°, 29.42656667°)","2020-07-21T20:01:34.000","2020-07-21T20:01:34.000","POINT (29.42656667 -2.06015)","1"
"29779","Living Water International","-2.055783333","29.99163333","2013-10-17T00:00:00.000","Yes","Borehole","Borehole","Hand Pump - Afridev","Afridev","Improved","Rwanda",,,,"2013",,,,,,,,,,"SRRW1310210003516LWR",,,,,"https://catalog.waterpointdata.org/datasets/test-5f17499e","https://catalog.waterpointdata.org/datafiles/test-5f17499e.csv",,,"RW","(-2.055783333°, 29.99163333°)","2020-07-21T20:01:34.000","2020-07-21T20:01:34.000","POINT (29.99163333 -2.055783333)","1"
"30812","Living Water International","-2.237333333","29.7793","2016-05-25T00:00:00.000","Yes","Borehole","Borehole","Hand Pump - Afridev","Afridev","Improved","Rwanda",,,,"2016",,,,,,,,,,"RW16022410D003003LWR",,,,,"https://catalog.waterpointdata.org/datasets/test-5f17499e","https://catalog.waterpointdata.org/datafiles/test-5f17499e.csv",,,"RW","(-2.237333333°, 29.7793°)","2020-07-21T20:01:34.000","2020-07-21T20:01:34.000","POINT (29.7793 -2.237333333)","1"
"29647","Living Water International","-2.159533333","29.85255","2014-04-11T00:00:00.000","Yes","Borehole","Borehole","Hand Pump - Afridev","Afridev","Improved","Rwanda",,,,"2014",,,,,,,,,,"RW140611LWI013017LWR",,,,,"https://catalog.waterpointdata.org/datasets/test-5f17499e","https://catalog.waterpointdata.org/datafiles/test-5f17499e.csv",,,"RW","(-2.159533333°, 29.85255°)","2020-07-21T20:01:34.000","2020-07-21T20:01:34.000","POINT (29.85255 -2.159533333)","1"
"29475","Living Water International","-2.2176","29.7763","2014-04-06T00:00:00.000","Yes","Borehole","Borehole","Hand Pump - Afridev","Afridev","Improved","Rwanda",,,,"2014",,,,,,,,,,"RW140527LWI006015LWR",,,,,"https://catalog.waterpointdata.org/datasets/test-5f17499e","https://catalog.waterpointdata.org/datafiles/test-5f17499e.csv",,,"RW","(-2.2176°, 29.7763°)","2020-07-21T20:01:34.000","2020-07-21T20:01:34.000","POINT (29.7763 -2.2176)","1"
"30809","Living Water International","-2.19135","29.7648","2016-05-25T00:00:00.000","Yes","Borehole","Borehole","Hand Pump - Afridev","Afridev","Improved","Rwanda",,,,"2016",,,,,,,,,,"RW16022410D001003LWR",,,,,"https://catalog.waterpointdata.org/datasets/test-5f17499e","https://catalog.waterpointdata.org/datafiles/test-5f17499e.csv",,,"RW","(-2.19135°, 29.7648°)","2020-07-21T20:01:34.000","2020-07-21T20:01:34.000","POINT (29.7648 -2.19135)","1"
"29500","Living Water International","-2.198533333","29.83078333","2015-05-20T00:00:00.000","Yes","Borehole","Borehole","Hand Pump - India Mark","India Mark II","Improved","Rwanda",,,,"2015",,,,,,,,,,"RW150303LWI003003LWR",,,,,"https://catalog.waterpointdata.org/datasets/test-5f17499e","https://catalog.waterpointdata.org/datafiles/test-5f17499e.csv",,,"RW","(-2.198533333°, 29.83078333°)","2020-07-21T20:01:34.000","2020-07-21T20:01:34.000","POINT (29.83078333 -2.198533333)","1"
"29480","Living Water International","-2.20875","29.83325","2014-08-29T00:00:00.000","Yes","Borehole","Borehole","Hand Pump - Afridev","Afridev","Improved","Rwanda",,,,"2014",,,,,,,,,,"RW140527LWI015015LWR",,,,,"https://catalog.waterpointdata.org/datasets/test-5f17499e","https://catalog.waterpointdata.org/datafiles/test-5f17499e.csv",,,"RW","(-2.20875°, 29.83325°)","2020-07-21T20:01:34.000","2020-07-21T20:01:34.000","POINT (29.83325 -2.20875)","1"
"29946","Living Water International","-1.935433333","29.3069","2014-01-22T00:00:00.000","Yes","Borehole","Borehole","Hand Pump - India Mark","India Mark II","Improved","Rwanda",,,,"2014",,,,,,,,,,"SRRW1402180004151LWR",,,,,"https://catalog.waterpointdata.org/datasets/test-5f17499e","https://catalog.waterpointdata.org/datafiles/test-5f17499e.csv",,,"RW","(-1.935433333°, 29.3069°)","2020-07-21T20:01:34.000","2020-07-21T20:01:34.000","POINT (29.3069 -1.935433333)","1"
"29537","Living Water International","-2.167516667","29.82946667","2014-10-23T00:00:00.000","Yes","Borehole","Borehole","Hand Pump - Afridev","Afridev","Improved","Rwanda",,,,"2014",,,,,,,,,,"RW140228TWP001002LWR",,,,,"https://catalog.waterpointdata.org/datasets/test-5f17499e","https://catalog.waterpointdata.org/datafiles/test-5f17499e.csv",,,"RW","(-2.167516667°, 29.82946667°)","2020-07-21T20:01:34.000","2020-07-21T20:01:34.000","POINT (29.82946667 -2.167516667)","1"
"29527","Living Water International","-2.184483333","29.84955","2014-09-24T00:00:00.000","Yes","Borehole","Borehole","Hand Pump - India Mark","India Mark II","Improved","Rwanda",,,,"2014",,,,,,,,,,"RW140611LWI009017LWR",,,,,"https://catalog.waterpointdata.org/datasets/test-5f17499e","https://catalog.waterpointdata.org/datafiles/test-5f17499e.csv",,,"RW","(-2.184483333°, 29.84955°)","2020-07-21T20:01:34.000","2020-07-21T20:01:34.000","POINT (29.84955 -2.184483333)","1"
